Y,X,Treecover1985,Treecover1990,Treecover1995,Treecover2000,Treecover2005,Treecover2010,Treecover2015,Treecover2020
-25.6829111,-48.4658575,0.16875,0.18905,0.21255,0.2633,0.24641,0.25662,0.33579,0.36491
-23.31423,-51.3728361,0.20839,0.19326,0.20285,0.19753,0.19133,0.16836,0.18246,0.21832
-25.442003,-54.4061543,0.2051,0.21391,0.19963,0.21071,0.22201,0.22949,0.15184,0.17457
-24.3268924,-50.6321441,0.15971,0.21942,0.22704,0.23522,0.19937,0.24312,0.23441,0.2162
-24.7318789,-53.7396388,0.18119,0.18299,0.18309,0.19266,0.19016,0.19673,0.21646,0.199
-23.7600661,-53.3050378,0.24093,0.23045,0.24895,0.21796,0.21962,0.21894,0.17937,0.15444
-22.8673489,-42.3375012,0.25884,0.27211,0.27235,0.27385,0.29238,0.29804,0.32967,0.30931
-22.8862423,-42.0309086,0.17823,0.21009,0.23455,0.19246,0.20053,0.27683,0.29424,0.3112
-21.7555922,-41.3172211,0.18293,0.21075,0.22545,0.20483,0.21001,0.24303,0.22531,0.23583
-22.8417119,-42.2195806,0.19485,0.19625,0.20662,0.23867,0.21651,0.23133,0.31112,0.33332
-22.8703399,-43.7874793,0.24396,0.25502,0.28037,0.30175,0.32378,0.35815,0.37407,0.43663
-22.3866016,-41.7879836,0.18036,0.22315,0.25668,0.28002,0.29413,0.29333,0.33942,0.39221
-22.9124236,-42.829311,0.30335,0.34846,0.30208,0.31237,0.30154,0.32733,0.39341,0.40096
-22.5306615,-41.9528738,0.19001,0.18106,0.17381,0.16216,0.18603,0.20172,0.20881,0.24537
-22.8290711,-43.2925413,0.21783,0.29146,0.27688,0.30789,0.31756,0.33208,0.34648,0.36288
-22.5164878,-44.0938841,0.25667,0.29112,0.26243,0.26208,0.27178,0.32653,0.31578,0.32818
-5.5793436,-36.9248597,0.12432,0.11998,0.1108,0.11377,0.14358,0.12704,0.11558,0.12473
-6.4560466,-37.0906524,0.11002,0.10644,0.1075,0.08585,0.10772,0.12521,0.12546,0.12471
-6.2597546,-36.5215547,0.11309,0.12421,0.13857,0.19594,0.14687,0.12513,0.20235,0.24647
-5.1890751,-37.3385449,0.10321,0.10524,0.1127,0.11861,0.11412,0.12231,0.10579,0.08576
-5.8463989,-35.2446042,0.17134,0.19649,0.1898,0.21931,0.21583,0.26436,0.25221,0.29016
-11.9295177,-61.9957356,0.1692,0.16229,0.1306,0.22312,0.17814,0.22733,0.29452,0.22446
-9.9095754,-63.0363925,0.12906,0.1248,0.12729,0.11991,0.09503,0.08889,0.1248,0.15059
-11.4368576,-61.4513142,0.19844,0.22116,0.26372,0.29593,0.29228,0.28529,0.27432,0.29568
-11.5329593,-61.0167293,0.23363,0.25753,0.17303,0.24243,0.22335,0.27418,0.26346,0.2468
-10.7742204,-65.3216721,0.17051,0.18588,0.19206,0.24234,0.19396,0.22543,0.21341,0.26248
-10.4328704,-62.4749444,0.13794,0.15846,0.20297,0.21491,0.21986,0.19198,0.14555,0.16017
-10.8764034,-61.9392778,0.16975,0.19186,0.19636,0.23169,0.23145,0.22912,0.23059,0.22762
-9.4233111,-61.9982274,0.26328,0.25788,0.27512,0.3045,0.32247,0.29503,0.37919,0.42936
-10.71941,-62.2591339,0.14651,0.13043,0.17535,0.1598,0.18242,0.16764,0.20251,0.17962
-11.684591,-61.178083,0.15814,0.18201,0.17016,0.18267,0.20668,0.21139,0.25266,0.26304
-8.7684484,-63.8559119,0.17962,0.18911,0.21079,0.25625,0.23628,0.2422,0.25155,0.27805
-11.1729796,-61.9062035,0.16961,0.22957,0.25835,0.25224,0.23476,0.21061,0.2609,0.32405
-11.7212507,-61.7821513,0.20602,0.2427,0.26,0.24361,0.22591,0.22382,0.22371,0.18996
-12.726852,-60.1266651,0.11692,0.15193,0.18056,0.18971,0.17601,0.14676,0.15743,0.18796
2.8081173,-60.7121806,0.1797,0.17128,0.18893,0.23246,0.23174,0.19546,0.15938,0.19204
-29.7926051,-55.7806094,0.24906,0.26755,0.21731,0.278,0.25205,0.28291,0.27537,0.31037
-31.3243814,-54.1036816,0.22711,0.24944,0.24098,0.24821,0.27061,0.22549,0.24149,0.23317
-29.1653559,-51.5117531,0.28702,0.33941,0.35728,0.38184,0.357,0.35326,0.35123,0.37181
-29.9231153,-51.1781614,0.22513,0.21788,0.21812,0.2307,0.27856,0.29882,0.31403,0.33609
-28.299681,-52.7935606,0.25252,0.26809,0.27283,0.2552,0.27274,0.2619,0.26775,0.26674
-29.156149,-51.1734635,0.19931,0.24832,0.23305,0.25551,0.27916,0.30274,0.32159,0.33611
-28.6393723,-53.5996677,0.24059,0.29464,0.27465,0.28413,0.27753,0.27371,0.27634,0.28925
-27.640703,-52.272457,0.2317,0.22927,0.23982,0.2293,0.24936,0.30083,0.28464,0.31244
-29.2249954,-51.3392092,0.21399,0.24761,0.26331,0.27263,0.30386,0.34446,0.31095,0.34751
-27.3587371,-53.3918582,0.17714,0.19931,0.20448,0.19786,0.20016,0.20939,0.25471,0.22357
-29.9321671,-51.0302818,0.23286,0.25411,0.29314,0.28571,0.31058,0.29381,0.29674,0.3381
-30.1211149,-51.3413523,0.20319,0.20448,0.21198,0.20912,0.24867,0.2257,0.25397,0.29291
-29.4717115,-51.9731064,0.27609,0.33051,0.30296,0.31677,0.31279,0.30739,0.30665,0.318
-28.3892446,-53.9135666,0.26658,0.26915,0.27913,0.29529,0.2846,0.29162,0.32055,0.32832
-29.6773542,-51.120725,0.28682,0.29377,0.30515,0.32055,0.33035,0.33611,0.3567,0.38884
-27.9020281,-53.3071835,0.24096,0.24773,0.25886,0.2881,0.28263,0.25607,0.27338,0.24552
-28.2566068,-52.4072756,0.17498,0.18695,0.19407,0.21081,0.22762,0.22507,0.21445,0.25728
-31.7298705,-52.340966,0.1789,0.21644,0.18076,0.19976,0.24133,0.25007,0.23247,0.23344
-30.0825339,-51.1274007,0.27237,0.32156,0.33845,0.34712,0.3501,0.35417,0.35699,0.38604
-32.0628544,-52.1457039,0.12699,0.14672,0.16806,0.13959,0.18436,0.19521,0.17931,0.15066
-30.8774335,-55.525424,0.199,0.22823,0.23476,0.2515,0.24985,0.24595,0.2649,0.25599
-29.7316745,-52.4266653,0.25135,0.28888,0.28112,0.30098,0.318,0.32472,0.30501,0.346
-29.7034629,-53.7828304,0.23508,0.25931,0.25048,0.24826,0.26592,0.27284,0.25438,0.27505
-27.8665863,-54.4606219,0.29144,0.30113,0.32294,0.34123,0.29716,0.30688,0.28922,0.2746
-28.2965642,-54.2545961,0.23685,0.25704,0.26082,0.2747,0.26733,0.27875,0.27696,0.23889
-28.6491614,-56.0105471,0.27528,0.30593,0.30926,0.3214,0.27781,0.30164,0.31063,0.31964
-29.7469625,-51.1510962,0.24902,0.25088,0.27919,0.288,0.3119,0.29867,0.31471,0.3376
-29.639773,-50.9941269,0.29947,0.29286,0.27977,0.32648,0.34569,0.35905,0.36095,0.39712
-29.8370339,-51.1524577,0.22941,0.25643,0.2578,0.26712,0.27526,0.28747,0.31409,0.39924
-29.1388118,-56.5486224,0.23419,0.22414,0.2442,0.22926,0.25083,0.25543,0.2418,0.23377
-29.6151978,-52.1924494,0.2074,0.21713,0.22468,0.23041,0.21723,0.21402,0.23244,0.20201
-28.9438417,-49.486232,0.15412,0.1333,0.18908,0.18327,0.1567,0.22283,0.21229,0.15975
-28.9807879,-49.4094376,0.0664,0.06227,0.05729,0.06875,0.09977,0.08529,0.07228,0.08644
-27.0106776,-48.6483836,0.14068,0.15292,0.18025,0.21414,0.23988,0.20438,0.2506,0.30062
-26.6444971,-48.6928238,0.15388,0.15052,0.17854,0.15989,0.19308,0.20939,0.2193,0.22293
-28.2765912,-49.1568004,0.19349,0.21915,0.20846,0.25212,0.21246,0.22505,0.26636,0.29457
-26.7828655,-51.0051294,0.21486,0.23304,0.21144,0.23009,0.25694,0.26077,0.27239,0.28393
-27.3982605,-51.2225868,0.13829,0.15639,0.17182,0.16056,0.18821,0.22971,0.23943,0.24863
-26.1719064,-50.3869982,0.17956,0.21436,0.17955,0.18487,0.20493,0.20963,0.22749,0.22809
-27.0986639,-52.64688,0.15692,0.17433,0.17415,0.18623,0.19165,0.23853,0.23964,0.27883
-27.2303859,-52.0283546,0.23821,0.36593,0.30197,0.33347,0.32366,0.32841,0.37877,0.3889
-28.6870832,-49.3607967,0.20131,0.23327,0.21335,0.22609,0.22907,0.24546,0.25768,0.26512
-27.2890568,-50.5790551,0.07648,0.08286,0.08971,0.06736,0.0807,0.09352,0.10496,0.09731
-27.5926171,-48.5475875,0.2162,0.28054,0.33769,0.31903,0.33774,0.31484,0.41575,0.36082
-26.8979486,-48.6731417,0.12043,0.13365,0.11925,0.14064,0.19541,0.18836,0.20899,0.19318
-27.1258697,-48.6024821,0.13699,0.17963,0.17268,0.17069,0.19104,0.1932,0.22826,0.2157
-26.0763741,-48.610404,0.2383,0.29832,0.26153,0.27323,0.30316,0.30909,0.33035,0.3674
-26.4933211,-49.0995862,0.19252,0.2201,0.20921,0.23689,0.23487,0.25209,0.24522,0.21828
-27.1731951,-51.504377,0.35654,0.41637,0.38198,0.38826,0.40264,0.41577,0.4459,0.37755
-27.8120097,-50.3280848,0.13186,0.15055,0.14628,0.15688,0.17397,0.18078,0.19092,0.21863
-26.2434003,-51.0787681,0.18429,0.22206,0.2536,0.22604,0.25266,0.25831,0.28038,0.32996
-26.2485493,-49.5173348,0.27588,0.28764,0.31925,0.32399,0.29672,0.30944,0.34153,0.30815
-26.1140434,-49.8020862,0.26748,0.29729,0.3107,0.31022,0.30484,0.30182,0.33798,0.34473
-26.2433358,-49.3787786,0.26998,0.28116,0.30003,0.30812,0.30516,0.32305,0.31172,0.2861
-27.5806027,-48.6546962,0.20267,0.23199,0.24194,0.27622,0.27007,0.30631,0.32786,0.33632
-26.7348523,-53.5195635,0.21626,0.27258,0.22699,0.23247,0.24755,0.27772,0.28944,0.30725
-29.1081721,-49.6334182,0.17063,0.15667,0.15745,0.1952,0.1807,0.22239,0.20022,0.24589
-29.3354709,-49.7316729,0.1113,0.17496,0.11238,0.11438,0.15385,0.21947,0.18422,0.07479
-28.4590332,-48.9817111,0.1837,0.18828,0.19154,0.207,0.20034,0.22556,0.23056,0.21428
-27.0057339,-51.1499418,0.28707,0.33833,0.28457,0.30577,0.32042,0.33072,0.35459,0.39941
-26.8738482,-52.4018361,0.19602,0.20749,0.20453,0.22329,0.23285,0.25056,0.25832,0.26849
-10.9191805,-37.075624,0.14776,0.13508,0.17347,0.18385,0.19174,0.18247,0.20632,0.20034
-10.6924747,-37.4303247,0.12605,0.11956,0.11956,0.10799,0.14479,0.13436,0.12416,0.13169
-10.9203507,-37.6684915,0.09734,0.11874,0.13864,0.12101,0.14144,0.13894,0.12478,0.16762
-10.2116184,-37.4202986,0.08522,0.11354,0.09369,0.0924,0.12873,0.11133,0.10722,0.15081
-21.6852541,-51.0741775,0.19286,0.2102,0.24373,0.25803,0.23295,0.23336,0.24281,0.24749
-22.4677675,-48.9815073,0.13543,0.13226,0.15728,0.17254,0.17326,0.15679,0.18895,0.1989
-22.736596,-47.3137754,0.18525,0.18782,0.16931,0.21727,0.23168,0.25151,0.2099,0.23796
-22.7097466,-46.7833163,0.23345,0.25989,0.29894,0.29754,0.30782,0.38995,0.33291,0.34423
-20.8976252,-51.3757811,0.16469,0.20257,0.17533,0.19412,0.18794,0.19236,0.1813,0.19559
-21.1971313,-50.4405163,0.16321,0.19622,0.169,0.17425,0.17569,0.20861,0.19496,0.22339
-21.7756199,-48.1560226,0.1709,0.18051,0.16883,0.1685,0.20576,0.21046,0.18919,0.18924
-22.3556481,-47.365015,0.17834,0.18166,0.17468,0.22075,0.18529,0.18605,0.16681,0.15763
-22.5627784,-47.1650456,0.152,0.12284,0.12448,0.13521,0.17241,0.1636,0.13741,0.17371
-22.6594805,-50.4189809,0.13282,0.18155,0.17134,0.17308,0.15247,0.17628,0.20929,0.20766
-23.1307213,-46.5611409,0.19758,0.25008,0.24163,0.26977,0.26629,0.27571,0.31144,0.33997
-23.1034152,-48.9182554,0.16018,0.16285,0.15555,0.16313,0.17817,0.18595,0.17955,0.1601
-22.0789192,-48.7395157,0.16338,0.15637,0.129,0.14099,0.17989,0.18895,0.13413,0.16254
-22.4923655,-48.5595421,0.13627,0.12758,0.14975,0.16784,0.20943,0.21984,0.19151,0.21183
-20.5567139,-48.5641368,0.12353,0.13535,0.14571,0.18205,0.14674,0.15733,0.15981,0.15529
-20.894277,-47.5818367,0.11058,0.10766,0.10335,0.11577,0.13777,0.10912,0.09831,0.1094
-22.3208772,-49.0655194,0.1522,0.14923,0.15481,0.16822,0.19653,0.2139,0.22501,0.22786
-20.9409927,-48.479733,0.1385,0.14108,0.13375,0.13063,0.13704,0.1407,0.14615,0.14019
-21.2786688,-50.3430422,0.15728,0.17892,0.17958,0.13547,0.16095,0.17232,0.17791,0.11749
-23.276943,-47.6704247,0.18575,0.19861,0.17593,0.2379,0.22571,0.24035,0.18924,0.21532
-22.893301,-48.4486355,0.1569,0.15313,0.14387,0.14241,0.16978,0.15741,0.16326,0.18144
-22.9508191,-46.5384172,0.14729,0.1444,0.17663,0.19145,0.19492,0.22923,0.2156,0.23114
-23.1073076,-45.7016082,0.17509,0.21537,0.25809,0.15387,0.20182,0.19128,0.1959,0.22528
-23.3721314,-46.736239,0.23556,0.26911,0.29549,0.31378,0.30676,0.29474,0.34659,0.2932
-22.9143445,-47.0917768,0.18513,0.20123,0.22404,0.20668,0.23773,0.22543,0.23131,0.23104
-22.7481372,-50.3858583,0.16809,0.17862,0.16194,0.20699,0.22156,0.27219,0.24997,0.22287
-23.9975142,-48.3432005,0.14051,0.12658,0.18721,0.15679,0.18531,0.1868,0.18272,0.16376
-22.9983367,-47.5040299,0.25454,0.28583,0.22862,0.31793,0.28448,0.30486,0.33232,0.31227
-21.1374537,-48.9795519,0.14056,0.15049,0.13585,0.14704,0.16843,0.15929,0.17686,0.14625
-23.1677539,-47.7459075,0.15256,0.19693,0.15272,0.19442,0.16594,0.14463,0.15224,0.20625
-22.6368675,-47.1869351,0.16099,0.1378,0.14336,0.14498,0.1724,0.17045,0.21697,0.18092
-22.5721327,-44.9552836,0.18114,0.2246,0.21755,0.26528,0.23514,0.19239,0.20435,0.25297
-21.9119727,-47.6157399,0.17971,0.151,0.19448,0.14574,0.17739,0.17156,0.16928,0.17784
-21.4903514,-51.5375988,0.15558,0.18052,0.17179,0.19188,0.19444,0.17515,0.18438,0.1993
-22.1914061,-46.75923,0.20719,0.22617,0.19395,0.12605,0.22675,0.26084,0.19874,0.15846
-20.2787365,-50.2533813,0.14864,0.17077,0.16694,0.1682,0.19023,0.1571,0.17116,0.22295
-20.5319748,-47.4017961,0.11417,0.16244,0.14962,0.16529,0.18282,0.18881,0.19113,0.17889
-23.2964249,-46.7283542,0.28245,0.28497,0.30269,0.35608,0.35537,0.37748,0.40851,0.3983
-22.2105576,-49.660825,0.15569,0.18487,0.17625,0.15276,0.16317,0.18581,0.16758,0.1873
-20.3224842,-48.3162282,0.10878,0.11799,0.19577,0.13133,0.13373,0.16129,0.18886,0.16961
-22.7906505,-45.1735282,0.20855,0.16041,0.17976,0.18223,0.19982,0.21473,0.24069,0.24277
-21.3613355,-48.2320686,0.14971,0.18965,0.12856,0.13996,0.20223,0.13664,0.16443,0.16646
-22.8807199,-47.1940537,0.15436,0.13594,0.16563,0.18842,0.20012,0.22253,0.18599,0.18528
-21.7578424,-48.8287126,0.11562,0.14756,0.12052,0.17202,0.15071,0.1288,0.15785,0.13352
-23.1046539,-47.2245437,0.18454,0.18632,0.20019,0.1881,0.22196,0.21965,0.24273,0.24989
-23.5914941,-48.0411972,0.16998,0.18531,0.20068,0.19937,0.21161,0.19238,0.21027,0.19097
-23.9843774,-48.8808279,0.14998,0.17308,0.15498,0.22262,0.1898,0.19621,0.22532,0.19654
-22.4331284,-46.8164013,0.20076,0.19219,0.2527,0.2585,0.24339,0.23167,0.24056,0.27912
-21.5989631,-48.8137673,0.12176,0.13394,0.15359,0.16364,0.15256,0.16747,0.13342,0.11814
-24.1115709,-49.3322946,0.15352,0.20231,0.18908,0.1927,0.18464,0.20507,0.20287,0.13612
-23.0085873,-46.8412547,0.24507,0.25885,0.26691,0.27402,0.28326,0.29678,0.3158,0.2743
-23.2685734,-47.2973777,0.22662,0.25372,0.2904,0.28644,0.32611,0.3425,0.34345,0.33801
-23.1567133,-47.0505367,0.21025,0.18714,0.24359,0.24071,0.27385,0.29902,0.26041,0.30571
-20.3307564,-47.7850409,0.1206,0.13478,0.1429,0.12786,0.13868,0.14908,0.14937,0.14745
-21.2576727,-48.3200531,0.15435,0.16798,0.15542,0.18302,0.19594,0.19547,0.2179,0.18979
-23.298962,-45.972227,0.18791,0.23272,0.254,0.2272,0.2446,0.21282,0.22694,0.23669
-22.6898725,-46.9835244,0.21381,0.203,0.20875,0.23397,0.2434,0.2033,0.24531,0.25122
-20.2699321,-50.5441086,0.16256,0.21024,0.18879,0.18952,0.20083,0.1848,0.19984,0.20121
-22.2960857,-48.5617362,0.16343,0.14924,0.16004,0.13144,0.168,0.17036,0.17584,0.16427
-23.1945763,-46.8722615,0.22966,0.26561,0.29309,0.27356,0.29849,0.28974,0.31266,0.33421
-21.5075767,-51.4376839,0.16182,0.1552,0.179,0.18272,0.18699,0.19649,0.17927,0.18964
-23.0500635,-47.8350051,0.17371,0.14244,0.16454,0.13477,0.1931,0.19595,0.1786,0.26039
-22.1866627,-47.3827659,0.14416,0.12458,0.15515,0.1652,0.18664,0.18841,0.18775,0.13847
-22.598471,-48.8007747,0.16325,0.19828,0.14473,0.13239,0.17116,0.20245,0.13236,0.15487
-22.5766189,-47.4098857,0.18036,0.18666,0.19996,0.1629,0.19546,0.1879,0.1821,0.18962
-21.671884,-49.7453682,0.12165,0.13677,0.12598,0.12912,0.1397,0.14041,0.14051,0.12688
-22.7382454,-45.1120426,0.17664,0.19462,0.20487,0.18252,0.20656,0.21088,0.19669,0.21991
-23.085093,-46.9616537,0.24767,0.32602,0.35588,0.31735,0.3435,0.36094,0.34092,0.34653
-21.7256844,-51.019903,0.20183,0.26178,0.2593,0.24911,0.24205,0.24068,0.29499,0.20504
-22.2046639,-49.9500395,0.12624,0.14428,0.15445,0.1756,0.15211,0.17623,0.16089,0.17238
-22.1487257,-51.1686744,0.16693,0.17297,0.16102,0.17157,0.1665,0.18395,0.17149,0.1698
-21.6090628,-48.3721416,0.17236,0.17282,0.16603,0.17341,0.23916,0.23696,0.21984,0.17898
-20.817981,-49.5040016,0.14947,0.15699,0.15726,0.14326,0.16139,0.17936,0.17745,0.13789
-21.4711932,-47.0078279,0.14707,0.15961,0.15101,0.18142,0.18498,0.20726,0.20923,0.21598
-22.3927256,-46.9467165,0.16377,0.15295,0.16448,0.14838,0.18318,0.1847,0.18939,0.17322
-21.2620631,-48.4933989,0.13255,0.10614,0.102,0.11431,0.13666,0.13813,0.13064,0.12098
-22.9401872,-47.2799756,0.18911,0.15707,0.1948,0.19976,0.26129,0.21291,0.21791,0.21078
-22.8107024,-47.2349205,0.16791,0.17492,0.1781,0.15007,0.18972,0.18305,0.17879,0.20676
-21.4684607,-49.2165492,0.11494,0.11432,0.13027,0.12349,0.13382,0.13048,0.17934,0.12962
-20.7367119,-48.9034416,0.11564,0.1229,0.12348,0.15572,0.13608,0.14089,0.13679,0.13109
-21.7924084,-50.8816887,0.17658,0.25046,0.28063,0.2042,0.22385,0.21033,0.20611,0.23742
-22.9806936,-49.8730467,0.17328,0.18339,0.1827,0.19568,0.20122,0.21136,0.22519,0.19351
-21.3650028,-51.8583347,0.2002,0.21433,0.2059,0.21044,0.26094,0.21499,0.21533,0.2309
-22.7479202,-47.1668105,0.18744,0.22009,0.21872,0.21385,0.18595,0.17592,0.18883,0.20414
-22.7292927,-46.9009848,0.33676,0.32045,0.31325,0.35944,0.40231,0.36484,0.41196,0.42639
-21.4203033,-50.0758566,0.1805,0.19712,0.19398,0.16682,0.17631,0.17713,0.17247,0.17331
-24.296672,-46.9800841,0.12527,0.13012,0.15269,0.16237,0.1807,0.22865,0.24532,0.28095
-23.8110202,-47.7208422,0.15232,0.17015,0.16072,0.24011,0.18963,0.17264,0.18812,0.19538
-22.9368022,-45.4657482,0.16911,0.16276,0.16521,0.18715,0.18139,0.19211,0.20974,0.19036
-22.7111183,-47.6506703,0.17424,0.22019,0.23295,0.22203,0.23661,0.25274,0.23187,0.25873
-22.2785218,-51.500013,0.15856,0.18594,0.17058,0.14246,0.15543,0.17618,0.18415,0.20852
-21.9969607,-47.4234979,0.16886,0.17386,0.15778,0.18325,0.19376,0.186,0.17574,0.14227
-23.2068337,-47.5241531,0.24834,0.22297,0.2319,0.21618,0.26139,0.2198,0.29787,0.30676
-21.8533395,-47.4760289,0.11711,0.11595,0.1456,0.1321,0.14806,0.15032,0.14692,0.12785
-21.7765501,-52.1211429,0.1431,0.149,0.16594,0.16417,0.16325,0.11715,0.1442,0.10802
-22.112585,-51.4077531,0.17099,0.1904,0.18464,0.16043,0.21122,0.18129,0.17222,0.21665
-21.8750549,-51.8451597,0.14737,0.14926,0.16912,0.16134,0.17049,0.18573,0.20499,0.23451
-21.538512,-49.855151,0.16533,0.21022,0.17823,0.22532,0.17721,0.1749,0.24422,0.2392
-22.2218265,-51.3076343,0.1996,0.17763,0.15566,0.20061,0.1952,0.18355,0.17104,0.16797
-21.2076157,-47.8011744,0.14323,0.15867,0.16369,0.18294,0.19805,0.20746,0.1982,0.17308
-22.4121615,-47.5651856,0.13268,0.13636,0.13982,0.15617,0.17003,0.1544,0.20392,0.19813
-22.8459879,-47.6068322,0.19455,0.22352,0.22073,0.16951,0.15141,0.1352,0.15015,0.16793
-23.1936342,-47.2927161,0.22569,0.24709,0.20987,0.22431,0.25705,0.25655,0.2484,0.2718
-22.7481317,-47.3983414,0.15991,0.19464,0.1901,0.19081,0.20139,0.18177,0.24163,0.24297
-22.9030608,-49.6283944,0.169,0.17152,0.18269,0.18392,0.16921,0.19938,0.18606,0.17058
-20.2051062,-50.9258835,0.17317,0.21149,0.18552,0.22443,0.18182,0.20331,0.17632,0.14341
-21.7034239,-47.4885683,0.14592,0.17163,0.17317,0.20177,0.20367,0.19607,0.23748,0.2159
-23.9628667,-46.3079658,0.14574,0.18584,0.20433,0.21705,0.2608,0.24627,0.23837,0.28543
-22.0099236,-47.8967066,0.12835,0.14887,0.14947,0.15791,0.17102,0.15336,0.17081,0.175
-21.9815524,-46.7808004,0.16997,0.16604,0.20446,0.24556,0.21894,0.2066,0.22463,0.19421
-20.5880034,-47.8648715,0.1522,0.16063,0.14041,0.13663,0.17055,0.15984,0.15608,0.13612
-20.8051065,-49.3757571,0.1659,0.16822,0.16835,0.18525,0.19068,0.18624,0.16748,0.15576
-23.1911915,-45.8721457,0.1734,0.16985,0.17244,0.18575,0.22879,0.20867,0.26369,0.22905
-21.5959982,-46.9033988,0.18661,0.22287,0.22312,0.17312,0.20193,0.22301,0.21453,0.27153
-22.7426441,-48.5648797,0.1367,0.13641,0.10088,0.11751,0.1709,0.18381,0.14894,0.16825
-23.5741506,-46.6085097,0.17735,0.22459,0.22645,0.25785,0.29653,0.3014,0.32856,0.3357
-22.5471331,-47.9069473,0.16893,0.16345,0.16278,0.21432,0.21221,0.25142,0.25725,0.1784
-21.1298265,-47.9973055,0.13925,0.15851,0.16604,0.16617,0.16637,0.17938,0.17913,0.14649
-23.5093183,-47.4635983,0.19366,0.20266,0.19504,0.23808,0.24171,0.22908,0.25767,0.26222
-21.7043513,-47.274646,0.15217,0.1948,0.22075,0.16528,0.21937,0.19773,0.15078,0.19209
-21.4047692,-48.4991924,0.15273,0.18877,0.18667,0.1663,0.17617,0.17172,0.17018,0.14655
-23.3561624,-47.8500281,0.16835,0.16772,0.15965,0.15391,0.18171,0.18947,0.20563,0.16448
-23.0242786,-45.5776598,0.15742,0.16455,0.19229,0.19101,0.19829,0.20522,0.22734,0.21547
-23.0957344,-47.7119158,0.22991,0.2517,0.23493,0.25501,0.23231,0.23395,0.21016,0.25622
-21.932245,-50.5109297,0.15387,0.14821,0.18052,0.20673,0.21276,0.17992,0.17298,0.22669
-21.3895127,-51.5748172,0.12811,0.14596,0.14628,0.15069,0.12791,0.14624,0.12128,0.12546
-22.9674444,-46.9914369,0.24334,0.28106,0.22316,0.21549,0.28311,0.29176,0.28169,0.30662
-21.8370085,-46.9032647,0.0911,0.0764,0.09374,0.11769,0.13052,0.07849,0.15972,0.14429
-23.0411058,-46.9968657,0.26796,0.30959,0.32504,0.34142,0.33792,0.34828,0.34348,0.34396
-20.4131227,-49.9782805,0.14818,0.16226,0.15732,0.17202,0.14733,0.17415,0.14408,0.14719
-7.1820365,-48.2154174,0.18304,0.22546,0.23548,0.2577,0.2359,0.25942,0.23751,0.21369
-8.8394149,-48.5107715,0.17991,0.23239,0.21433,0.24436,0.20364,0.2167,0.22986,0.19308
-11.7366996,-49.088404,0.16917,0.19022,0.18151,0.20375,0.18251,0.19612,0.1977,0.20698
-10.274089,-48.3239195,0.18687,0.18353,0.17272,0.2113,0.19234,0.18974,0.19777,0.18973
-10.1791439,-48.8954754,0.19527,0.20627,0.23845,0.22676,0.24891,0.2261,0.24109,0.24659
-10.7067636,-48.3943342,0.21312,0.21932,0.20904,0.2226,0.2536,0.23187,0.18318,0.21448
